"","rfs","inc","eth","age","bcg","yse","mean","sd"
"1034","Migrant","41-100","Other","(35,55]","(Missing)","(10,100]",0.21,0.038
"1035","Contact","100-300","Other","(35,55]","(Missing)","(10,100]",0.406,0.036
"1036","Migrant","100-300","Other","(35,55]","(Missing)","(10,100]",0.314,0.046
"1037","Contact",">300","Other","(35,55]","(Missing)","(10,100]",0.348,0.043
"1038","Migrant",">300","Other","(35,55]","(Missing)","(10,100]",0.264,0.047
"1039","Contact","(Missing)","Other","(35,55]","(Missing)","(10,100]",0.52,0.048
"1040","Migrant","(Missing)","Other","(35,55]","(Missing)","(10,100]",0.42,0.062
"1041","Contact","<40","White","(55,100]","(Missing)","(10,100]",0.184,0.025
"1042","Migrant","<40","White","(55,100]","(Missing)","(10,100]",0.132,0.029
"1043","Contact","41-100","White","(55,100]","(Missing)","(10,100]",0.259,0.033
"1044","Migrant","41-100","White","(55,100]","(Missing)","(10,100]",0.19,0.036
"1045","Contact","100-300","White","(55,100]","(Missing)","(10,100]",0.376,0.033
"1046","Migrant","100-300","White","(55,100]","(Missing)","(10,100]",0.288,0.044
"1047","Contact",">300","White","(55,100]","(Missing)","(10,100]",0.32,0.041
"1048","Migrant",">300","White","(55,100]","(Missing)","(10,100]",0.24,0.046
"1049","Contact","(Missing)","White","(55,100]","(Missing)","(10,100]",0.489,0.044
"1050","Migrant","(Missing)","White","(55,100]","(Missing)","(10,100]",0.391,0.059
"1051","Contact","<40","Black African or Caribbean","(55,100]","(Missing)","(10,100]",0.23,0.031
"1052","Migrant","<40","Black African or Caribbean","(55,100]","(Missing)","(10,100]",0.167,0.033
"1053","Contact","41-100","Black African or Caribbean","(55,100]","(Missing)","(10,100]",0.315,0.041
"1054","Migrant","41-100","Black African or Caribbean","(55,100]","(Missing)","(10,100]",0.236,0.041
"1055","Contact","100-300","Black African or Caribbean","(55,100]","(Missing)","(10,100]",0.442,0.038
"1056","Migrant","100-300","Black African or Caribbean","(55,100]","(Missing)","(10,100]",0.347,0.047
"1057","Contact",">300","Black African or Caribbean","(55,100]","(Missing)","(10,100]",0.382,0.043
"1058","Migrant",">300","Black African or Caribbean","(55,100]","(Missing)","(10,100]",0.293,0.047
"1059","Contact","(Missing)","Black African or Caribbean","(55,100]","(Missing)","(10,100]",0.557,0.049
"1060","Migrant","(Missing)","Black African or Caribbean","(55,100]","(Missing)","(10,100]",0.457,0.062
"1061","Contact","<40","South Asian","(55,100]","(Missing)","(10,100]",0.167,0.021
"1062","Migrant","<40","South Asian","(55,100]","(Missing)","(10,100]",0.118,0.021
"1063","Contact","41-100","South Asian","(55,100]","(Missing)","(10,100]",0.236,0.032
"1064","Migrant","41-100","South Asian","(55,100]","(Missing)","(10,100]",0.172,0.029
"1065","Contact","100-300","South Asian","(55,100]","(Missing)","(10,100]",0.348,0.026
"1066","Migrant","100-300","South Asian","(55,100]","(Missing)","(10,100]",0.263,0.031
"1067","Contact",">300","South Asian","(55,100]","(Missing)","(10,100]",0.294,0.037
"1068","Migrant",">300","South Asian","(55,100]","(Missing)","(10,100]",0.218,0.036
"1069","Contact","(Missing)","South Asian","(55,100]","(Missing)","(10,100]",0.459,0.043
"1070","Migrant","(Missing)","South Asian","(55,100]","(Missing)","(10,100]",0.362,0.051
"1071","Contact","<40","Other","(55,100]","(Missing)","(10,100]",0.196,0.025
"1072","Migrant","<40","Other","(55,100]","(Missing)","(10,100]",0.141,0.028
"1073","Contact","41-100","Other","(55,100]","(Missing)","(10,100]",0.274,0.034
"1074","Migrant","41-100","Other","(55,100]","(Missing)","(10,100]",0.202,0.035
"1075","Contact","100-300","Other","(55,100]","(Missing)","(10,100]",0.394,0.034
"1076","Migrant","100-300","Other","(55,100]","(Missing)","(10,100]",0.303,0.043
"1077","Contact",">300","Other","(55,100]","(Missing)","(10,100]",0.337,0.041
"1078","Migrant",">300","Other","(55,100]","(Missing)","(10,100]",0.254,0.044
"1079","Contact","(Missing)","Other","(55,100]","(Missing)","(10,100]",0.508,0.046
"1080","Migrant","(Missing)","Other","(55,100]","(Missing)","(10,100]",0.409,0.059
"1081","Contact","<40","White","(15,35]","No","(Missing)",0.08,0.011
"1082","Migrant","<40","White","(15,35]","No","(Missing)",0.055,0.012
"1083","Contact","41-100","White","(15,35]","No","(Missing)",0.118,0.014
"1084","Migrant","41-100","White","(15,35]","No","(Missing)",0.082,0.015
"1085","Contact","100-300","White","(15,35]","No","(Missing)",0.187,0.016
"1086","Migrant","100-300","White","(15,35]","No","(Missing)",0.134,0.023
"1087","Contact",">300","White","(15,35]","No","(Missing)",0.153,0.022
"1088","Migrant",">300","White","(15,35]","No","(Missing)",0.108,0.023
"1089","Contact","(Missing)","White","(15,35]","No","(Missing)",0.268,0.026
"1090","Migrant","(Missing)","White","(15,35]","No","(Missing)",0.198,0.035
"1091","Contact","<40","Black African or Caribbean","(15,35]","No","(Missing)",0.102,0.013
"1092","Migrant","<40","Black African or Caribbean","(15,35]","No","(Missing)",0.071,0.014
"1093","Contact","41-100","Black African or Caribbean","(15,35]","No","(Missing)",0.149,0.018
"1094","Migrant","41-100","Black African or Caribbean","(15,35]","No","(Missing)",0.105,0.018
"1095","Contact","100-300","Black African or Caribbean","(15,35]","No","(Missing)",0.233,0.017
"1096","Migrant","100-300","Black African or Caribbean","(15,35]","No","(Missing)",0.169,0.023
"1097","Contact",">300","Black African or Caribbean","(15,35]","No","(Missing)",0.191,0.022
"1098","Migrant",">300","Black African or Caribbean","(15,35]","No","(Missing)",0.137,0.023
"1099","Contact","(Missing)","Black African or Caribbean","(15,35]","No","(Missing)",0.326,0.03
"1100","Migrant","(Missing)","Black African or Caribbean","(15,35]","No","(Missing)",0.245,0.038
"1101","Contact","<40","South Asian","(15,35]","No","(Missing)",0.071,0.008
"1102","Migrant","<40","South Asian","(15,35]","No","(Missing)",0.049,0.008
"1103","Contact","41-100","South Asian","(15,35]","No","(Missing)",0.105,0.012
"1104","Migrant","41-100","South Asian","(15,35]","No","(Missing)",0.073,0.01
"1105","Contact","100-300","South Asian","(15,35]","No","(Missing)",0.169,0.002
"1106","Migrant","100-300","South Asian","(15,35]","No","(Missing)",0.12,0.011
"1107","Contact",">300","South Asian","(15,35]","No","(Missing)",0.137,0.017
"1108","Migrant",">300","South Asian","(15,35]","No","(Missing)",0.096,0.015
"1109","Contact","(Missing)","South Asian","(15,35]","No","(Missing)",0.245,0.019
"1110","Migrant","(Missing)","South Asian","(15,35]","No","(Missing)",0.178,0.025
"1111","Contact","<40","Other","(15,35]","No","(Missing)",0.085,0.011
"1112","Migrant","<40","Other","(15,35]","No","(Missing)",0.059,0.012
"1113","Contact","41-100","Other","(15,35]","No","(Missing)",0.126,0.014
"1114","Migrant","41-100","Other","(15,35]","No","(Missing)",0.088,0.015
"1115","Contact","100-300","Other","(15,35]","No","(Missing)",0.199,0.015
"1116","Migrant","100-300","Other","(15,35]","No","(Missing)",0.143,0.021
"1117","Contact",">300","Other","(15,35]","No","(Missing)",0.163,0.021
"1118","Migrant",">300","Other","(15,35]","No","(Missing)",0.115,0.021
"1119","Contact","(Missing)","Other","(15,35]","No","(Missing)",0.283,0.027
"1120","Migrant","(Missing)","Other","(15,35]","No","(Missing)",0.21,0.034
"1121","Contact","<40","White","(35,55]","No","(Missing)",0.109,0.015
"1122","Migrant","<40","White","(35,55]","No","(Missing)",0.076,0.016
"1123","Contact","41-100","White","(35,55]","No","(Missing)",0.158,0.019
"1124","Migrant","41-100","White","(35,55]","No","(Missing)",0.112,0.02
"1125","Contact","100-300","White","(35,55]","No","(Missing)",0.245,0.022
"1126","Migrant","100-300","White","(35,55]","No","(Missing)",0.179,0.028
"1127","Contact",">300","White","(35,55]","No","(Missing)",0.203,0.029
"1128","Migrant",">300","White","(35,55]","No","(Missing)",0.146,0.029
"1129","Contact","(Missing)","White","(35,55]","No","(Missing)",0.341,0.031
"1130","Migrant","(Missing)","White","(35,55]","No","(Missing)",0.258,0.041
"1131","Contact","<40","Black African or Caribbean","(35,55]","No","(Missing)",0.139,0.019
"1132","Migrant","<40","Black African or Caribbean","(35,55]","No","(Missing)",0.098,0.019
"1133","Contact","41-100","Black African or Caribbean","(35,55]","No","(Missing)",0.199,0.025
"1134","Migrant","41-100","Black African or Caribbean","(35,55]","No","(Missing)",0.143,0.023
"1135","Contact","100-300","Black African or Caribbean","(35,55]","No","(Missing)",0.3,0.026
"1136","Migrant","100-300","Black African or Caribbean","(35,55]","No","(Missing)",0.223,0.03
"1137","Contact",">300","Black African or Caribbean","(35,55]","No","(Missing)",0.251,0.031
"1138","Migrant",">300","Black African or Caribbean","(35,55]","No","(Missing)",0.183,0.03
"1139","Contact","(Missing)","Black African or Caribbean","(35,55]","No","(Missing)",0.405,0.038
"1140","Migrant","(Missing)","Black African or Caribbean","(35,55]","No","(Missing)",0.313,0.045
"1141","Contact","<40","South Asian","(35,55]","No","(Missing)",0.097,0.012
"1142","Migrant","<40","South Asian","(35,55]","No","(Missing)",0.067,0.011
"1143","Contact","41-100","South Asian","(35,55]","No","(Missing)",0.143,0.018
"1144","Migrant","41-100","South Asian","(35,55]","No","(Missing)",0.1,0.015
"1145","Contact","100-300","South Asian","(35,55]","No","(Missing)",0.223,0.013
"1146","Migrant","100-300","South Asian","(35,55]","No","(Missing)",0.161,0.016
"1147","Contact",">300","South Asian","(35,55]","No","(Missing)",0.184,0.024
"1148","Migrant",">300","South Asian","(35,55]","No","(Missing)",0.131,0.021
"1149","Contact","(Missing)","South Asian","(35,55]","No","(Missing)",0.314,0.028
"1150","Migrant","(Missing)","South Asian","(35,55]","No","(Missing)",0.234,0.032
"1151","Contact","<40","Other","(35,55]","No","(Missing)",0.116,0.016
"1152","Migrant","<40","Other","(35,55]","No","(Missing)",0.081,0.016
"1153","Contact","41-100","Other","(35,55]","No","(Missing)",0.169,0.02
"1154","Migrant","41-100","Other","(35,55]","No","(Missing)",0.12,0.019
"1155","Contact","100-300","Other","(35,55]","No","(Missing)",0.26,0.022
"1156","Migrant","100-300","Other","(35,55]","No","(Missing)",0.19,0.026
"1157","Contact",">300","Other","(35,55]","No","(Missing)",0.215,0.029
"1158","Migrant",">300","Other","(35,55]","No","(Missing)",0.155,0.028
"1159","Contact","(Missing)","Other","(35,55]","No","(Missing)",0.358,0.034
"1160","Migrant","(Missing)","Other","(35,55]","No","(Missing)",0.272,0.041
"1161","Contact","<40","White","(55,100]","No","(Missing)",0.104,0.016
"1162","Migrant","<40","White","(55,100]","No","(Missing)",0.073,0.016
"1163","Contact","41-100","White","(55,100]","No","(Missing)",0.152,0.021
"1164","Migrant","41-100","White","(55,100]","No","(Missing)",0.107,0.02
"1165","Contact","100-300","White","(55,100]","No","(Missing)",0.236,0.024
"1166","Migrant","100-300","White","(55,100]","No","(Missing)",0.172,0.028
"1167","Contact",">300","White","(55,100]","No","(Missing)",0.195,0.03
"1168","Migrant",">300","White","(55,100]","No","(Missing)",0.14,0.028
"1169","Contact","(Missing)","White","(55,100]","No","(Missing)",0.33,0.033
"1170","Migrant","(Missing)","White","(55,100]","No","(Missing)",0.248,0.041
"1171","Contact","<40","Black African or Caribbean","(55,100]","No","(Missing)",0.133,0.02
"1172","Migrant","<40","Black African or Caribbean","(55,100]","No","(Missing)",0.093,0.018
"1173","Contact","41-100","Black African or Caribbean","(55,100]","No","(Missing)",0.192,0.027
"1174","Migrant","41-100","Black African or Caribbean","(55,100]","No","(Missing)",0.137,0.024
"1175","Contact","100-300","Black African or Caribbean","(55,100]","No","(Missing)",0.29,0.029
"1176","Migrant","100-300","Black African or Caribbean","(55,100]","No","(Missing)",0.215,0.03
"1177","Contact",">300","Black African or Caribbean","(55,100]","No","(Missing)",0.242,0.033
"1178","Migrant",">300","Black African or Caribbean","(55,100]","No","(Missing)",0.176,0.03
"1179","Contact","(Missing)","Black African or Caribbean","(55,100]","No","(Missing)",0.393,0.04
"1180","Migrant","(Missing)","Black African or Caribbean","(55,100]","No","(Missing)",0.303,0.045
"1181","Contact","<40","South Asian","(55,100]","No","(Missing)",0.093,0.013
"1182","Migrant","<40","South Asian","(55,100]","No","(Missing)",0.064,0.011
"1183","Contact","41-100","South Asian","(55,100]","No","(Missing)",0.137,0.019
"1184","Migrant","41-100","South Asian","(55,100]","No","(Missing)",0.096,0.015
"1185","Contact","100-300","South Asian","(55,100]","No","(Missing)",0.215,0.016
"1186","Migrant","100-300","South Asian","(55,100]","No","(Missing)",0.154,0.016
"1187","Contact",">300","South Asian","(55,100]","No","(Missing)",0.177,0.025
"1188","Migrant",">300","South Asian","(55,100]","No","(Missing)",0.125,0.021
"1189","Contact","(Missing)","South Asian","(55,100]","No","(Missing)",0.304,0.029
"1190","Migrant","(Missing)","South Asian","(55,100]","No","(Missing)",0.226,0.031
"1191","Contact","<40","Other","(55,100]","No","(Missing)",0.111,0.016
"1192","Migrant","<40","Other","(55,100]","No","(Missing)",0.078,0.015
"1193","Contact","41-100","Other","(55,100]","No","(Missing)",0.162,0.021
"1194","Migrant","41-100","Other","(55,100]","No","(Missing)",0.115,0.019
"1195","Contact","100-300","Other","(55,100]","No","(Missing)",0.25,0.024
"1196","Migrant","100-300","Other","(55,100]","No","(Missing)",0.183,0.026
"1197","Contact",">300","Other","(55,100]","No","(Missing)",0.207,0.029
"1198","Migrant",">300","Other","(55,100]","No","(Missing)",0.149,0.027
"1199","Contact","(Missing)","Other","(55,100]","No","(Missing)",0.347,0.034
"1200","Migrant","(Missing)","Other","(55,100]","No","(Missing)",0.263,0.04
"1201","Contact","<40","White","(15,35]","Yes","(Missing)",0.056,0.01
"1202","Migrant","<40","White","(15,35]","Yes","(Missing)",0.038,0.011
"1203","Contact","41-100","White","(15,35]","Yes","(Missing)",0.083,0.012
"1204","Migrant","41-100","White","(15,35]","Yes","(Missing)",0.058,0.014
"1205","Contact","100-300","White","(15,35]","Yes","(Missing)",0.135,0.017
"1206","Migrant","100-300","White","(15,35]","Yes","(Missing)",0.095,0.021
"1207","Contact",">300","White","(15,35]","Yes","(Missing)",0.109,0.019
"1208","Migrant",">300","White","(15,35]","Yes","(Missing)",0.076,0.02
"1209","Contact","(Missing)","White","(15,35]","Yes","(Missing)",0.199,0.024
"1210","Migrant","(Missing)","White","(15,35]","Yes","(Missing)",0.144,0.032
"1211","Contact","<40","Black African or Caribbean","(15,35]","Yes","(Missing)",0.072,0.011
"1212","Migrant","<40","Black African or Caribbean","(15,35]","Yes","(Missing)",0.05,0.012
"1213","Contact","41-100","Black African or Caribbean","(15,35]","Yes","(Missing)",0.107,0.015
"1214","Migrant","41-100","Black African or Caribbean","(15,35]","Yes","(Missing)",0.074,0.015
"1215","Contact","100-300","Black African or Caribbean","(15,35]","Yes","(Missing)",0.171,0.018
"1216","Migrant","100-300","Black African or Caribbean","(15,35]","Yes","(Missing)",0.122,0.022
"1217","Contact",">300","Black African or Caribbean","(15,35]","Yes","(Missing)",0.139,0.02
"1218","Migrant",">300","Black African or Caribbean","(15,35]","Yes","(Missing)",0.098,0.021
"1219","Contact","(Missing)","Black African or Caribbean","(15,35]","Yes","(Missing)",0.247,0.028
"1220","Migrant","(Missing)","Black African or Caribbean","(15,35]","Yes","(Missing)",0.181,0.035
"1221","Contact","<40","South Asian","(15,35]","Yes","(Missing)",0.049,0.007
"1222","Migrant","<40","South Asian","(15,35]","Yes","(Missing)",0.034,0.007
"1223","Contact","41-100","South Asian","(15,35]","Yes","(Missing)",0.074,0.01
"1224","Migrant","41-100","South Asian","(15,35]","Yes","(Missing)",0.051,0.009
"1225","Contact","100-300","South Asian","(15,35]","Yes","(Missing)",0.121,0.009
"1226","Migrant","100-300","South Asian","(15,35]","Yes","(Missing)",0.085,0.013
"1227","Contact",">300","South Asian","(15,35]","Yes","(Missing)",0.098,0.014
"1228","Migrant",">300","South Asian","(15,35]","Yes","(Missing)",0.068,0.014
"1229","Contact","(Missing)","South Asian","(15,35]","Yes","(Missing)",0.18,0.017
"1230","Migrant","(Missing)","South Asian","(15,35]","Yes","(Missing)",0.129,0.022
"1231","Contact","<40","Other","(15,35]","Yes","(Missing)",0.06,0.009
"1232","Migrant","<40","Other","(15,35]","Yes","(Missing)",0.041,0.01
"1233","Contact","41-100","Other","(15,35]","Yes","(Missing)",0.089,0.012
"1234","Migrant","41-100","Other","(15,35]","Yes","(Missing)",0.062,0.013
"1235","Contact","100-300","Other","(15,35]","Yes","(Missing)",0.144,0.016
"1236","Migrant","100-300","Other","(15,35]","Yes","(Missing)",0.102,0.02
"1237","Contact",">300","Other","(15,35]","Yes","(Missing)",0.117,0.018
"1238","Migrant",">300","Other","(15,35]","Yes","(Missing)",0.082,0.019
"1239","Contact","(Missing)","Other","(15,35]","Yes","(Missing)",0.211,0.024
"1240","Migrant","(Missing)","Other","(15,35]","Yes","(Missing)",0.153,0.031
"1241","Contact","<40","White","(35,55]","Yes","(Missing)",0.077,0.013
"1242","Migrant","<40","White","(35,55]","Yes","(Missing)",0.053,0.014
"1243","Contact","41-100","White","(35,55]","Yes","(Missing)",0.113,0.017
"1244","Migrant","41-100","White","(35,55]","Yes","(Missing)",0.079,0.018
"1245","Contact","100-300","White","(35,55]","Yes","(Missing)",0.181,0.022
"1246","Migrant","100-300","White","(35,55]","Yes","(Missing)",0.129,0.026
"1247","Contact",">300","White","(35,55]","Yes","(Missing)",0.147,0.025
"1248","Migrant",">300","White","(35,55]","Yes","(Missing)",0.104,0.025
"1249","Contact","(Missing)","White","(35,55]","Yes","(Missing)",0.26,0.029
"1250","Migrant","(Missing)","White","(35,55]","Yes","(Missing)",0.191,0.038
"1251","Contact","<40","Black African or Caribbean","(35,55]","Yes","(Missing)",0.099,0.016
"1252","Migrant","<40","Black African or Caribbean","(35,55]","Yes","(Missing)",0.069,0.016
"1253","Contact","41-100","Black African or Caribbean","(35,55]","Yes","(Missing)",0.144,0.021
"1254","Migrant","41-100","Black African or Caribbean","(35,55]","Yes","(Missing)",0.102,0.02
"1255","Contact","100-300","Black African or Caribbean","(35,55]","Yes","(Missing)",0.225,0.025
"1256","Migrant","100-300","Black African or Caribbean","(35,55]","Yes","(Missing)",0.163,0.028
"1257","Contact",">300","Black African or Caribbean","(35,55]","Yes","(Missing)",0.185,0.027
"1258","Migrant",">300","Black African or Caribbean","(35,55]","Yes","(Missing)",0.133,0.027
"1259","Contact","(Missing)","Black African or Caribbean","(35,55]","Yes","(Missing)",0.316,0.035
"1260","Migrant","(Missing)","Black African or Caribbean","(35,55]","Yes","(Missing)",0.237,0.042
"1261","Contact","<40","South Asian","(35,55]","Yes","(Missing)",0.068,0.01
"1262","Migrant","<40","South Asian","(35,55]","Yes","(Missing)",0.047,0.01
"1263","Contact","41-100","South Asian","(35,55]","Yes","(Missing)",0.102,0.014
"1264","Migrant","41-100","South Asian","(35,55]","Yes","(Missing)",0.07,0.013
"1265","Contact","100-300","South Asian","(35,55]","Yes","(Missing)",0.163,0.014
"1266","Migrant","100-300","South Asian","(35,55]","Yes","(Missing)",0.115,0.016
"1267","Contact",">300","South Asian","(35,55]","Yes","(Missing)",0.132,0.02
"1268","Migrant",">300","South Asian","(35,55]","Yes","(Missing)",0.093,0.018
"1269","Contact","(Missing)","South Asian","(35,55]","Yes","(Missing)",0.237,0.023
"1270","Migrant","(Missing)","South Asian","(35,55]","Yes","(Missing)",0.172,0.028
"1271","Contact","<40","Other","(35,55]","Yes","(Missing)",0.082,0.013
"1272","Migrant","<40","Other","(35,55]","Yes","(Missing)",0.057,0.014
"1273","Contact","41-100","Other","(35,55]","Yes","(Missing)",0.121,0.017
"1274","Migrant","41-100","Other","(35,55]","Yes","(Missing)",0.085,0.017
"1275","Contact","100-300","Other","(35,55]","Yes","(Missing)",0.192,0.021
"1276","Migrant","100-300","Other","(35,55]","Yes","(Missing)",0.138,0.025
"1277","Contact",">300","Other","(35,55]","Yes","(Missing)",0.157,0.024
"1278","Migrant",">300","Other","(35,55]","Yes","(Missing)",0.111,0.024
"1279","Contact","(Missing)","Other","(35,55]","Yes","(Missing)",0.275,0.03
"1280","Migrant","(Missing)","Other","(35,55]","Yes","(Missing)",0.203,0.037
"1281","Contact","<40","White","(55,100]","Yes","(Missing)",0.073,0.013
"1282","Migrant","<40","White","(55,100]","Yes","(Missing)",0.051,0.013
"1283","Contact","41-100","White","(55,100]","Yes","(Missing)",0.109,0.017
"1284","Migrant","41-100","White","(55,100]","Yes","(Missing)",0.076,0.017
"1285","Contact","100-300","White","(55,100]","Yes","(Missing)",0.174,0.023
"1286","Migrant","100-300","White","(55,100]","Yes","(Missing)",0.124,0.026
"1287","Contact",">300","White","(55,100]","Yes","(Missing)",0.142,0.025
"1288","Migrant",">300","White","(55,100]","Yes","(Missing)",0.1,0.025
"1289","Contact","(Missing)","White","(55,100]","Yes","(Missing)",0.25,0.029
"1290","Migrant","(Missing)","White","(55,100]","Yes","(Missing)",0.184,0.037
"1291","Contact","<40","Black African or Caribbean","(55,100]","Yes","(Missing)",0.094,0.016
"1292","Migrant","<40","Black African or Caribbean","(55,100]","Yes","(Missing)",0.066,0.015
"1293","Contact","41-100","Black African or Caribbean","(55,100]","Yes","(Missing)",0.139,0.022
"1294","Migrant","41-100","Black African or Caribbean","(55,100]","Yes","(Missing)",0.097,0.02
"1295","Contact","100-300","Black African or Caribbean","(55,100]","Yes","(Missing)",0.217,0.027
"1296","Migrant","100-300","Black African or Caribbean","(55,100]","Yes","(Missing)",0.157,0.028
"1297","Contact",">300","Black African or Caribbean","(55,100]","Yes","(Missing)",0.178,0.028
"1298","Migrant",">300","Black African or Caribbean","(55,100]","Yes","(Missing)",0.127,0.026
"1299","Contact","(Missing)","Black African or Caribbean","(55,100]","Yes","(Missing)",0.306,0.036
"1300","Migrant","(Missing)","Black African or Caribbean","(55,100]","Yes","(Missing)",0.228,0.041
"1301","Contact","<40","South Asian","(55,100]","Yes","(Missing)",0.065,0.01
"1302","Migrant","<40","South Asian","(55,100]","Yes","(Missing)",0.045,0.009
"1303","Contact","41-100","South Asian","(55,100]","Yes","(Missing)",0.097,0.015
"1304","Migrant","41-100","South Asian","(55,100]","Yes","(Missing)",0.067,0.012
"1305","Contact","100-300","South Asian","(55,100]","Yes","(Missing)",0.157,0.015
"1306","Migrant","100-300","South Asian","(55,100]","Yes","(Missing)",0.111,0.016
"1307","Contact",">300","South Asian","(55,100]","Yes","(Missing)",0.127,0.02
"1308","Migrant",">300","South Asian","(55,100]","Yes","(Missing)",0.089,0.018
"1309","Contact","(Missing)","South Asian","(55,100]","Yes","(Missing)",0.228,0.024
"1310","Migrant","(Missing)","South Asian","(55,100]","Yes","(Missing)",0.165,0.027
"1311","Contact","<40","Other","(55,100]","Yes","(Missing)",0.078,0.013
"1312","Migrant","<40","Other","(55,100]","Yes","(Missing)",0.054,0.013
"1313","Contact","41-100","Other","(55,100]","Yes","(Missing)",0.116,0.017
"1314","Migrant","41-100","Other","(55,100]","Yes","(Missing)",0.081,0.016
"1315","Contact","100-300","Other","(55,100]","Yes","(Missing)",0.185,0.022
"1316","Migrant","100-300","Other","(55,100]","Yes","(Missing)",0.132,0.024
"1317","Contact",">300","Other","(55,100]","Yes","(Missing)",0.151,0.024
"1318","Migrant",">300","Other","(55,100]","Yes","(Missing)",0.107,0.023
"1319","Contact","(Missing)","Other","(55,100]","Yes","(Missing)",0.265,0.03
"1320","Migrant","(Missing)","Other","(55,100]","Yes","(Missing)",0.195,0.036
"1321","Contact","<40","White","(15,35]","(Missing)","(Missing)",0.066,0.011
"1322","Migrant","<40","White","(15,35]","(Missing)","(Missing)",0.045,0.012
"1323","Contact","41-100","White","(15,35]","(Missing)","(Missing)",0.098,0.015
"1324","Migrant","41-100","White","(15,35]","(Missing)","(Missing)",0.068,0.016
"1325","Contact","100-300","White","(15,35]","(Missing)","(Missing)",0.157,0.02
"1326","Migrant","100-300","White","(15,35]","(Missing)","(Missing)",0.112,0.024
"1327","Contact",">300","White","(15,35]","(Missing)","(Missing)",0.128,0.022
"1328","Migrant",">300","White","(15,35]","(Missing)","(Missing)",0.09,0.022
"1329","Contact","(Missing)","White","(15,35]","(Missing)","(Missing)",0.229,0.027
"1330","Migrant","(Missing)","White","(15,35]","(Missing)","(Missing)",0.167,0.034
"1331","Contact","<40","Black African or Caribbean","(15,35]","(Missing)","(Missing)",0.085,0.013
"1332","Migrant","<40","Black African or Caribbean","(15,35]","(Missing)","(Missing)",0.059,0.014
"1333","Contact","41-100","Black African or Caribbean","(15,35]","(Missing)","(Missing)",0.125,0.019
"1334","Migrant","41-100","Black African or Caribbean","(15,35]","(Missing)","(Missing)",0.088,0.018
"1335","Contact","100-300","Black African or Caribbean","(15,35]","(Missing)","(Missing)",0.197,0.022
"1336","Migrant","100-300","Black African or Caribbean","(15,35]","(Missing)","(Missing)",0.142,0.025
"1337","Contact",">300","Black African or Caribbean","(15,35]","(Missing)","(Missing)",0.161,0.023
"1338","Migrant",">300","Black African or Caribbean","(15,35]","(Missing)","(Missing)",0.114,0.023
"1339","Contact","(Missing)","Black African or Caribbean","(15,35]","(Missing)","(Missing)",0.281,0.031
"1340","Migrant","(Missing)","Black African or Caribbean","(15,35]","(Missing)","(Missing)",0.208,0.038
"1341","Contact","<40","South Asian","(15,35]","(Missing)","(Missing)",0.058,0.008
"1342","Migrant","<40","South Asian","(15,35]","(Missing)","(Missing)",0.04,0.008
"1343","Contact","41-100","South Asian","(15,35]","(Missing)","(Missing)",0.087,0.013
"1344","Migrant","41-100","South Asian","(15,35]","(Missing)","(Missing)",0.06,0.011
"1345","Contact","100-300","South Asian","(15,35]","(Missing)","(Missing)",0.141,0.012
"1346","Migrant","100-300","South Asian","(15,35]","(Missing)","(Missing)",0.099,0.014
"1347","Contact",">300","South Asian","(15,35]","(Missing)","(Missing)",0.114,0.017
"1348","Migrant",">300","South Asian","(15,35]","(Missing)","(Missing)",0.08,0.015
"1349","Contact","(Missing)","South Asian","(15,35]","(Missing)","(Missing)",0.208,0.02
"1350","Migrant","(Missing)","South Asian","(15,35]","(Missing)","(Missing)",0.15,0.025
"1351","Contact","<40","Other","(15,35]","(Missing)","(Missing)",0.07,0.011
"1352","Migrant","<40","Other","(15,35]","(Missing)","(Missing)",0.049,0.012
"1353","Contact","41-100","Other","(15,35]","(Missing)","(Missing)",0.105,0.016
"1354","Migrant","41-100","Other","(15,35]","(Missing)","(Missing)",0.073,0.015
"1355","Contact","100-300","Other","(15,35]","(Missing)","(Missing)",0.168,0.02
"1356","Migrant","100-300","Other","(15,35]","(Missing)","(Missing)",0.119,0.023
"1357","Contact",">300","Other","(15,35]","(Missing)","(Missing)",0.136,0.021
"1358","Migrant",">300","Other","(15,35]","(Missing)","(Missing)",0.096,0.021
"1359","Contact","(Missing)","Other","(15,35]","(Missing)","(Missing)",0.243,0.028
"1360","Migrant","(Missing)","Other","(15,35]","(Missing)","(Missing)",0.177,0.034
"1361","Contact","<40","White","(35,55]","(Missing)","(Missing)",0.09,0.015
"1362","Migrant","<40","White","(35,55]","(Missing)","(Missing)",0.063,0.016
"1363","Contact","41-100","White","(35,55]","(Missing)","(Missing)",0.133,0.02
"1364","Migrant","41-100","White","(35,55]","(Missing)","(Missing)",0.093,0.02
"1365","Contact","100-300","White","(35,55]","(Missing)","(Missing)",0.209,0.025
"1366","Migrant","100-300","White","(35,55]","(Missing)","(Missing)",0.151,0.029
"1367","Contact",">300","White","(35,55]","(Missing)","(Missing)",0.171,0.028
"1368","Migrant",">300","White","(35,55]","(Missing)","(Missing)",0.122,0.028
"1369","Contact","(Missing)","White","(35,55]","(Missing)","(Missing)",0.295,0.032
"1370","Migrant","(Missing)","White","(35,55]","(Missing)","(Missing)",0.22,0.041
"1371","Contact","<40","Black African or Caribbean","(35,55]","(Missing)","(Missing)",0.116,0.019
